GAIADR3_ID,LAMOSTDR9_OBSID,C_F1,eC_F1,C_F2,eC_F2,C_F3,eC_F3,C_F4,eC_F4,C_F5,eC_F5,C_F6,eC_F6,C_F7,eC_F7,C_F8,eC_F8,C_F9,eC_F9,C_F10,eC_F10,PLXcorr,PLXerr,Bpmag,Bperr,Rpmag,Rperr,BpRp,MRp,CarbonMedian,CarbonMAD,Visual Inspection
876335751163801600,99213152,14.939,2.88,2.939,0.566,1.701,0.758,2.909,0.888,-0.689,0.849,-3.374,1.094,1.566,0.706,3.383,0.67,2.647,0.505,3.475,0.471,0.707,0.013,12.392,0.001,10.979,0.0,1.413,0.225,0.943,0.085,no inspected
877413169480002176,99212060,10.825,1.484,2.049,0.338,2.01,0.514,2.33,0.65,0.076,0.617,-1.323,0.593,1.093,0.527,1.965,0.475,1.736,0.316,1.951,0.279,0.567,0.015,12.625,0.0,11.398,0.0,1.227,0.165,1.0,0.0,no inspected
877413169480002176,99312060,10.9,1.271,2.208,0.26,2.035,0.435,2.18,0.518,-0.186,0.462,-1.577,0.427,1.075,0.428,1.809,0.402,1.772,0.252,1.771,0.263,0.567,0.015,12.625,0.0,11.398,0.0,1.227,0.165,1.0,0.0,no inspected
878582053419990016,90711228,9.21,6.604,2.17,1.28,2.174,1.698,1.746,2.115,-0.612,2.246,-1.972,1.633,1.207,1.117,2.127,0.969,2.261,0.87,2.381,0.784,0.57,0.016,12.513,0.001,11.214,0.001,1.298,-0.006,0.938,0.093,no inspected
878582053419990016,90811250,12.113,1.161,2.622,0.256,1.511,0.346,1.536,0.468,-0.608,0.504,-3.455,0.408,0.982,0.252,2.001,0.211,2.085,0.143,2.596,0.132,0.57,0.016,12.513,0.001,11.214,0.001,1.298,-0.006,0.877,0.182,no inspected
878878676744497152,99216176,10.282,1.182,2.739,0.246,1.125,0.373,2.889,0.423,-0.459,0.448,-1.869,0.387,0.844,0.272,1.812,0.23,1.615,0.147,1.805,0.177,0.84,0.025,12.102,0.001,10.778,0.001,1.323,0.401,0.645,0.525,no inspected
879202968252140288,91807095,11.429,0.875,1.713,0.209,1.098,0.343,1.252,0.446,-1.172,0.569,-2.077,0.295,0.949,0.228,1.924,0.2,1.975,0.146,2.363,0.144,0.96,0.018,11.433,0.001,10.118,0.0,1.315,0.028,0.911,0.132,no inspected
879202968252140288,91907095,11.122,0.587,1.726,0.169,0.963,0.246,1.402,0.342,-1.028,0.365,-2.245,0.24,0.925,0.177,2.167,0.151,2.159,0.109,2.535,0.109,0.96,0.018,11.433,0.001,10.118,0.0,1.315,0.028,0.987,0.019,no inspected
879588415795721088,91901051,11.57,1.635,1.744,0.38,1.528,0.496,3.237,0.627,0.022,0.634,-2.182,0.471,0.771,0.331,2.129,0.294,1.993,0.226,2.508,0.217,0.466,0.014,13.168,0.001,11.714,0.001,1.454,0.054,0.977,0.034,no inspected
879881465708860288,91905189,11.104,1.393,2.757,0.281,1.833,0.37,2.434,0.498,-0.652,0.489,-2.83,0.399,0.665,0.262,2.004,0.226,1.95,0.161,2.407,0.143,0.601,0.014,12.651,0.001,11.228,0.0,1.423,0.122,0.562,0.647,no inspected
881659208508528256,208207170,10.817,0.414,2.238,0.1,1.491,0.151,1.384,0.206,-0.775,0.232,-2.225,0.127,0.669,0.164,1.751,0.151,1.927,0.117,2.278,0.111,0.707,0.019,11.751,0.001,10.435,0.0,1.316,-0.318,0.841,0.235,no inspected
881659208508528256,657712066,9.522,0.295,2.149,0.073,1.645,0.113,1.284,0.138,-0.499,0.122,-1.9,0.145,0.87,0.077,2.005,0.072,2.078,0.048,2.438,0.044,0.707,0.019,11.751,0.001,10.435,0.0,1.316,-0.318,1.0,0.0,no inspected
882034004534631296,91812021,12.315,1.644,2.51,0.362,2.075,0.46,3.525,0.617,-1.223,0.576,-1.859,0.553,1.088,0.273,2.762,0.235,2.32,0.17,2.726,0.164,0.656,0.019,12.276,0.001,10.818,0.001,1.458,-0.097,1.0,0.0,no inspected
882034004534631296,91912021,11.88,1.316,2.506,0.27,2.419,0.33,3.587,0.415,-0.863,0.462,-1.508,0.377,0.979,0.212,2.772,0.182,2.202,0.134,2.693,0.115,0.656,0.019,12.276,0.001,10.818,0.001,1.458,-0.097,1.0,0.0,no inspected
882034004534631296,208308017,19.73,1.916,2.665,0.367,2.067,0.407,3.681,0.456,-1.754,0.476,-2.703,0.342,0.929,0.317,2.645,0.285,2.149,0.208,2.872,0.231,0.656,0.019,12.276,0.001,10.818,0.001,1.458,-0.097,0.997,0.004,no inspected
882240162964271744,273606093,9.457,1.639,2.515,0.323,2.063,0.489,2.54,0.611,0.863,0.863,-0.905,0.515,0.981,0.41,1.824,0.364,1.729,0.352,1.848,0.316,0.372,0.03,15.615,0.002,14.414,0.001,1.201,2.269,1.0,0.0,no inspected
882797787158873728,108709072,6.763,1.688,2.106,0.386,1.428,0.528,1.578,0.721,0.012,0.783,-1.02,0.501,0.848,0.281,1.408,0.288,1.389,0.231,1.381,0.222,0.223,0.022,14.862,0.002,13.625,0.001,1.236,0.363,0.893,0.158,no inspected
883066067996143616,134702115,10.537,1.575,2.386,0.356,1.733,0.574,2.403,0.712,-0.682,0.842,-2.347,0.748,1.006,0.503,2.395,0.431,2.388,0.307,2.864,0.295,0.414,0.018,13.613,0.002,12.214,0.001,1.399,0.301,0.928,0.106,no inspected
883115369923898112,108811118,7.319,0.822,2.22,0.183,1.994,0.29,2.996,0.389,0.471,0.426,-1.42,0.338,0.4,0.207,1.269,0.188,1.758,0.129,1.683,0.129,1.648,0.016,12.692,0.002,11.52,0.001,1.172,2.605,0.581,0.61,no inspected
883247178176748416,524208190,10.842,0.551,2.701,0.114,2.644,0.183,3.251,0.221,-0.304,0.295,-2.582,0.215,1.123,0.143,2.311,0.113,2.288,0.085,2.705,0.076,0.838,0.018,12.189,0.001,10.777,0.0,1.412,0.393,1.0,0.0,no inspected
883318745216769920,134607081,9.408,0.523,2.32,0.119,1.659,0.192,1.682,0.258,-1.35,0.315,-2.288,0.187,0.902,0.133,1.949,0.117,2.056,0.078,2.3,0.074,0.805,0.016,11.811,0.001,10.455,0.0,1.356,-0.017,0.993,0.01,no inspected
883318745216769920,524207150,9.574,1.106,2.244,0.267,1.746,0.35,1.615,0.46,-1.399,0.656,-2.153,0.356,0.573,0.276,1.943,0.242,1.964,0.197,2.381,0.184,0.805,0.016,11.811,0.001,10.455,0.0,1.356,-0.017,0.586,0.61,no inspected
883478281776968576,134506165,10.449,1.306,2.703,0.299,1.656,0.441,2.638,0.562,-0.961,0.774,-2.732,0.519,1.109,0.272,2.686,0.233,2.21,0.146,2.762,0.137,0.327,0.021,13.646,0.001,12.179,0.001,1.467,-0.251,1.0,0.0,no inspected
883551742898237824,11508201,7.912,7.525,3.307,1.215,3.521,1.424,2.892,1.583,-0.907,1.64,-1.805,1.117,1.733,0.572,3.15,0.514,2.283,0.393,2.889,0.346,0.436,0.014,13.799,0.001,12.386,0.001,1.414,0.581,1.0,0.0,no inspected
883551742898237824,134608201,11.427,1.574,2.972,0.301,3.49,0.406,2.681,0.488,-0.468,0.625,-2.858,0.532,1.145,0.284,2.524,0.24,2.261,0.173,2.68,0.17,0.436,0.014,13.799,0.001,12.386,0.001,1.414,0.581,0.999,0.001,no inspected
883761406021443072,134608072,10.403,0.379,1.956,0.1,1.431,0.128,1.521,0.172,-0.448,0.204,-2.112,0.174,0.901,0.1,1.881,0.089,1.871,0.067,2.196,0.066,0.595,0.03,11.928,0.001,10.663,0.0,1.265,-0.464,0.999,0.001,no inspected
884039135786989568,11505170,0.0,0.0,0.0,0.0,0.41,1.822,3.178,1.853,-1.354,1.528,-3.319,1.552,1.148,0.718,3.293,0.649,1.765,0.456,1.907,0.401,0.298,0.015,13.856,0.001,12.239,0.001,1.617,-0.389,0.912,0.13,no inspected
884085212195988096,134505060,8.475,2.056,2.451,0.464,1.413,0.566,0.691,0.776,-0.667,0.685,-1.94,0.686,0.894,0.428,2.123,0.431,1.871,0.31,2.153,0.309,0.219,0.02,14.579,0.001,13.279,0.001,1.301,-0.024,0.931,0.102,no inspected
884116337824242560,297106131,8.058,1.056,2.092,0.199,1.556,0.292,3.231,0.389,0.26,0.446,-1.412,0.311,0.545,0.222,1.529,0.198,1.664,0.141,1.713,0.134,1.299,0.015,13.026,0.001,11.79,0.0,1.237,2.359,0.859,0.209,no inspected
884238387910486912,221113043,12.147,2.106,1.706,0.473,1.767,0.526,2.267,0.608,-0.364,0.688,-2.179,0.503,0.975,0.318,2.073,0.271,2.037,0.214,2.317,0.215,0.405,0.016,13.67,0.001,12.312,0.001,1.358,0.348,0.996,0.006,no inspected
884246325010022016,524210215,9.6,0.772,2.228,0.198,1.855,0.289,1.946,0.373,-0.345,0.46,-1.795,0.315,0.759,0.202,1.687,0.181,1.672,0.132,1.849,0.132,0.555,0.018,12.81,0.001,11.471,0.0,1.338,0.192,0.859,0.21,no inspected
884913591128730496,134515219,9.267,1.554,1.517,0.389,1.042,0.58,2.766,0.703,-0.541,0.663,-2.421,0.527,0.992,0.265,1.955,0.244,1.809,0.16,2.233,0.164,0.46,0.017,12.829,0.001,11.33,0.001,1.499,-0.355,0.999,0.001,no inspected
884913591128730496,134715219,9.723,1.93,1.874,0.331,1.256,0.589,2.982,0.659,-0.88,0.624,-2.758,0.494,1.203,0.29,2.107,0.273,1.927,0.176,2.293,0.165,0.46,0.017,12.829,0.001,11.33,0.001,1.499,-0.355,1.0,0.0,no inspected
884991961394598272,314402013,9.781,1.383,2.26,0.274,1.726,0.427,1.841,0.532,-0.837,0.55,-2.091,0.392,0.642,0.26,1.899,0.202,1.984,0.135,2.336,0.156,0.453,0.014,13.077,0.001,11.713,0.0,1.363,-0.004,0.75,0.37,no inspected
884991961394598272,327816121,11.184,1.318,2.331,0.258,1.618,0.383,1.863,0.48,-0.737,0.46,-2.042,0.408,0.842,0.327,1.98,0.306,1.595,0.196,2.014,0.21,0.453,0.014,13.077,0.001,11.713,0.0,1.363,-0.004,0.94,0.089,no inspected
885314603634308096,134513213,9.495,1.959,2.318,0.383,1.724,0.501,2.616,0.566,-0.435,0.502,-2.738,0.833,0.76,0.463,1.964,0.39,1.891,0.273,2.06,0.261,0.37,0.02,13.622,0.001,12.155,0.001,1.467,-0.003,0.748,0.374,no inspected
885341782187448448,209202110,9.784,0.672,2.3,0.169,1.227,0.268,1.261,0.336,-0.569,0.348,-2.639,0.274,0.77,0.157,1.876,0.152,1.857,0.113,2.188,0.102,0.434,0.015,13.082,0.001,11.725,0.0,1.357,-0.089,0.989,0.017,no inspected
885721281201780480,123506104,11.963,1.702,2.346,0.384,1.64,0.473,2.463,0.602,-0.799,0.676,-2.618,0.472,0.995,0.216,1.962,0.194,2.079,0.119,2.579,0.129,0.736,0.015,12.335,0.001,10.944,0.0,1.391,0.279,0.881,0.177,no inspected
885721281201780480,209306104,11.173,0.519,2.231,0.128,1.741,0.199,2.395,0.279,-0.618,0.334,-2.676,0.271,1.042,0.133,2.369,0.125,2.153,0.102,2.605,0.081,0.736,0.015,12.335,0.001,10.944,0.0,1.391,0.279,0.976,0.036,no inspected
885730871864095872,314409127,15.577,0.636,2.549,0.125,2.47,0.178,3.357,0.217,-0.835,0.227,-2.803,0.142,3.143,0.076,4.237,0.065,2.644,0.053,3.279,0.047,0.463,0.016,11.585,0.002,9.949,0.001,1.635,-1.723,1.0,0.0,no inspected
886298868403251840,134712010,8.748,1.659,2.716,0.289,2.0,0.439,1.651,0.568,-0.187,0.529,-1.691,0.459,0.558,0.275,1.736,0.234,1.765,0.165,2.084,0.147,0.404,0.017,13.373,0.001,11.993,0.001,1.38,0.024,0.621,0.562,no inspected
886327769240349952,209205065,8.75,0.479,2.007,0.122,0.947,0.177,0.833,0.225,-0.596,0.219,-1.509,0.175,0.797,0.15,1.695,0.129,1.734,0.094,1.927,0.085,0.463,0.014,12.698,0.001,11.418,0.0,1.28,-0.256,0.521,0.69,no inspected
886334778626952704,209205059,9.285,0.502,2.651,0.098,1.192,0.149,1.064,0.188,-0.832,0.217,-1.209,0.163,0.759,0.114,1.773,0.089,1.705,0.075,1.913,0.072,0.476,0.015,12.586,0.001,11.24,0.001,1.346,-0.371,0.933,0.099,no inspected
886334778626952704,209305059,8.989,0.543,2.633,0.11,1.218,0.179,1.019,0.232,-0.91,0.211,-1.636,0.189,0.766,0.117,1.687,0.106,1.68,0.068,1.844,0.078,0.476,0.015,12.586,0.001,11.24,0.001,1.346,-0.371,0.596,0.592,no inspected
886561690338700288,123503186,11.4,2.2,1.834,0.543,1.355,0.736,1.75,0.813,-0.638,0.786,-1.483,0.792,1.074,0.386,1.901,0.34,1.961,0.19,2.344,0.19,0.444,0.017,12.636,0.001,11.24,0.001,1.397,-0.525,0.999,0.001,no inspected
886561690338700288,643807165,10.651,0.741,1.576,0.176,1.357,0.266,2.188,0.285,-0.738,0.36,-1.503,0.251,1.143,0.188,1.999,0.176,1.761,0.121,2.153,0.105,0.444,0.017,12.636,0.001,11.24,0.001,1.397,-0.525,1.0,0.0,no inspected
886587318406816256,123503045,12.438,1.304,2.491,0.274,2.009,0.347,3.136,0.457,-0.463,0.493,-1.706,0.356,0.948,0.184,2.333,0.149,2.242,0.101,2.718,0.096,0.67,0.015,12.52,0.002,11.069,0.001,1.451,0.199,1.0,0.001,no inspected
886881029747504640,123504225,19.73,2.41,3.349,0.476,2.075,0.597,3.235,0.736,-0.706,0.657,-1.622,0.449,1.196,0.207,2.92,0.184,2.302,0.125,2.802,0.115,0.606,0.016,12.711,0.001,11.254,0.0,1.458,0.166,1.0,0.0,no inspected
886881029747504640,209304225,12.338,0.528,2.713,0.126,1.779,0.178,2.936,0.252,-0.676,0.244,-2.337,0.232,1.083,0.141,2.724,0.114,2.393,0.076,2.952,0.068,0.606,0.016,12.711,0.001,11.254,0.0,1.458,0.166,0.99,0.014,no inspected
887175763286521600,209215044,9.206,0.639,2.051,0.143,1.046,0.205,1.407,0.304,-0.683,0.281,-1.9,0.258,0.74,0.171,1.941,0.17,2.048,0.109,2.302,0.116,0.74,0.017,11.85,0.001,10.503,0.0,1.346,-0.151,0.99,0.015,no inspected
887222389451447808,46113250,8.059,2.937,2.383,0.472,0.469,0.625,2.916,0.744,-1.286,0.636,-2.761,0.682,0.98,0.315,1.899,0.284,1.724,0.204,1.811,0.203,0.417,0.014,12.474,0.001,10.849,0.001,1.624,-1.051,0.775,0.333,no inspected
887397078657732864,134603112,9.551,0.547,2.056,0.156,0.974,0.235,2.1,0.308,-1.557,0.366,-2.39,0.32,1.104,0.149,2.234,0.142,1.78,0.082,2.151,0.081,0.273,0.018,12.551,0.001,10.999,0.001,1.552,-1.82,1.0,0.0,no inspected
887515035639979136,100309067,9.011,2.625,2.688,0.476,1.43,0.625,1.407,0.797,-0.883,0.847,-2.14,0.547,0.978,0.303,2.121,0.308,1.869,0.213,2.116,0.229,0.445,0.013,13.341,0.001,11.976,0.001,1.365,0.217,0.808,0.284,no inspected
887870036159766528,134716080,10.362,0.41,2.603,0.095,1.445,0.146,1.056,0.209,-0.684,0.194,-1.914,0.156,0.76,0.107,1.87,0.084,2.173,0.062,2.408,0.058,1.029,0.016,11.39,0.001,10.031,0.0,1.359,0.093,0.714,0.416,no inspected
887892271206914560,15704101,6.474,2.876,2.539,0.639,2.086,1.048,1.855,1.264,0.315,1.298,-1.451,1.127,1.467,0.898,1.882,0.76,1.332,0.586,1.307,0.54,0.246,0.021,14.622,0.002,13.341,0.002,1.281,0.297,0.887,0.167,no inspected
887892271206914560,134616197,8.454,3.602,2.531,0.63,2.026,0.915,2.752,1.11,0.702,1.132,-1.018,1.051,0.911,0.704,1.162,0.656,1.211,0.541,1.259,0.517,0.246,0.021,14.622,0.002,13.341,0.002,1.281,0.297,0.944,0.082,no inspected
888053830697149824,11514004,7.632,5.302,2.294,0.867,1.99,1.073,3.24,1.141,0.74,1.213,-1.19,1.225,1.234,0.65,1.951,0.553,1.731,0.42,1.493,0.417,0.45,0.022,14.438,0.001,13.267,0.001,1.171,1.533,0.997,0.005,no inspected
888054517891903104,524216083,8.825,2.692,1.972,0.61,1.786,0.75,2.131,0.842,-0.285,0.961,-2.106,0.656,0.859,0.41,1.776,0.408,2.061,0.296,2.184,0.305,0.328,0.017,14.057,0.002,12.688,0.0,1.369,0.265,0.854,0.216,no inspected
888398493233285760,100311034,8.918,3.214,2.709,0.554,1.419,0.737,2.119,0.908,-0.536,0.978,-1.98,0.695,0.841,0.38,2.35,0.345,2.111,0.242,2.257,0.232,0.55,0.015,12.965,0.001,11.56,0.001,1.406,0.261,0.536,0.688,no inspected
888417150571065984,297111101,9.742,2.476,1.81,0.511,1.346,0.679,2.381,0.908,-0.534,1.095,-2.325,0.788,1.072,0.399,2.146,0.398,1.948,0.3,2.124,0.273,0.398,0.017,13.376,0.001,11.96,0.001,1.417,-0.042,0.995,0.008,no inspected
888846750380035200,438503229,11.866,1.651,2.028,0.421,1.228,0.709,2.36,0.774,-0.004,0.925,-1.582,0.957,1.308,0.473,2.038,0.427,2.064,0.299,2.165,0.264,0.484,0.018,13.879,0.001,12.704,0.001,1.174,1.13,0.994,0.009,no inspected
889065759352239872,1515216,11.319,3.539,2.551,0.636,2.724,0.821,4.118,1.006,0.329,1.126,-3.272,0.86,1.547,0.426,3.393,0.372,2.638,0.31,3.176,0.269,0.422,0.016,14.021,0.001,12.47,0.001,1.552,0.598,1.0,0.0,no inspected
889158251470391296,643810088,9.587,0.65,2.136,0.157,1.389,0.273,1.166,0.409,-0.369,0.434,-2.65,0.302,1.063,0.202,2.302,0.198,2.105,0.126,2.555,0.132,0.684,0.013,12.417,0.001,11.029,0.0,1.388,0.206,0.714,0.422,no inspected
889305830844245248,257616041,10.889,1.938,2.202,0.463,2.361,0.544,2.936,0.686,-0.619,0.928,-2.503,0.533,1.202,0.356,2.268,0.316,1.916,0.274,2.147,0.243,0.243,0.021,14.954,0.002,13.596,0.001,1.358,0.524,1.0,0.0,no inspected
889540336057764864,134511131,11.468,2.05,2.581,0.396,1.5,0.564,2.635,0.639,-0.713,0.664,-2.61,0.511,1.022,0.29,2.709,0.241,2.419,0.184,2.816,0.164,0.335,0.021,13.758,0.002,12.259,0.001,1.5,-0.116,1.0,0.0,no inspected
889540336057764864,134611131,10.523,1.99,2.597,0.361,1.802,0.6,2.78,0.727,-0.721,0.709,-2.425,0.574,1.101,0.293,2.567,0.26,2.155,0.173,2.501,0.174,0.335,0.021,13.758,0.002,12.259,0.001,1.5,-0.116,1.0,0.0,no inspected
889540336057764864,134711131,10.807,2.237,2.584,0.405,1.827,0.549,2.5,0.787,-0.913,0.728,-2.907,0.615,1.125,0.309,2.63,0.286,2.152,0.19,2.54,0.188,0.335,0.021,13.758,0.002,12.259,0.001,1.5,-0.116,1.0,0.0,no inspected
889540336057764864,524211211,9.84,3.865,2.408,0.795,1.72,0.984,2.7,1.165,-0.362,1.337,-2.153,0.888,1.264,0.476,2.942,0.457,2.289,0.328,2.734,0.343,0.335,0.021,13.758,0.002,12.259,0.001,1.5,-0.116,1.0,0.0,no inspected
889540336057764864,643802121,10.723,0.816,2.419,0.207,1.329,0.284,2.695,0.36,-0.842,0.41,-3.486,0.317,0.959,0.185,2.278,0.157,2.098,0.11,2.613,0.108,0.335,0.021,13.758,0.002,12.259,0.001,1.5,-0.116,0.897,0.153,no inspected
889544631025066752,1513152,6.254,4.309,2.719,0.779,2.122,0.895,2.468,1.209,0.255,1.28,-1.037,1.148,1.568,0.778,2.706,0.601,1.12,0.559,1.871,0.523,0.366,0.019,13.819,0.002,12.577,0.001,1.242,0.397,1.0,0.0,no inspected
889686193147019264,123414201,9.538,2.435,2.363,0.494,2.176,0.696,1.688,0.846,-0.108,0.778,-2.624,0.651,0.922,0.463,1.932,0.458,1.663,0.271,2.066,0.266,0.572,0.014,13.11,0.001,11.817,0.001,1.293,0.605,0.989,0.017,no inspected
889686193147019264,209214201,10.558,1.385,2.621,0.331,2.358,0.403,1.89,0.476,-0.017,0.456,-2.066,0.418,0.544,0.261,1.576,0.248,1.712,0.151,1.855,0.148,0.572,0.014,13.11,0.001,11.817,0.001,1.293,0.605,0.939,0.091,no inspected
889791574465143552,209314227,10.775,2.649,2.419,0.502,1.49,0.632,1.393,0.868,-0.584,0.836,-1.937,0.601,0.935,0.352,1.796,0.316,1.705,0.232,2.146,0.205,0.323,0.013,13.883,0.001,12.576,0.001,1.307,0.125,0.89,0.163,no inspected
890148911447641088,77004117,7.029,3.462,2.32,0.706,2.887,1.089,3.184,1.39,1.323,1.629,-1.695,1.312,0.936,0.812,1.977,0.704,1.473,0.557,1.634,0.531,0.321,0.034,15.708,0.004,14.568,0.001,1.14,2.102,0.977,0.034,no inspected
890148911447641088,214916169,9.433,1.741,2.408,0.414,3.097,0.529,3.738,0.722,1.538,0.904,-0.895,0.702,1.032,0.512,1.815,0.424,1.635,0.413,1.738,0.384,0.321,0.034,15.708,0.004,14.568,0.001,1.14,2.102,1.0,0.0,no inspected
890749901928341760,643810231,8.743,0.905,1.685,0.278,2.122,0.328,2.513,0.437,0.138,0.603,-1.228,0.411,1.2,0.249,1.919,0.242,1.753,0.174,1.986,0.161,0.334,0.014,13.993,0.001,12.682,0.001,1.31,0.301,1.0,0.0,no inspected
891394039647065856,129914109,10.392,1.151,3.013,0.222,1.825,0.378,1.951,0.405,-0.874,0.416,-3.173,0.34,1.071,0.182,2.474,0.176,1.912,0.121,2.08,0.105,0.698,0.019,12.22,0.001,10.824,0.0,1.396,0.043,0.994,0.01,no inspected
891394039647065856,185001092,10.096,0.422,2.913,0.098,1.744,0.157,1.734,0.244,-1.289,0.268,-3.312,0.184,1.179,0.124,2.533,0.111,2.093,0.078,2.228,0.079,0.698,0.019,12.22,0.001,10.824,0.0,1.396,0.043,0.996,0.006,no inspected
891685788184485248,185005093,10.017,0.958,2.203,0.213,1.447,0.303,1.706,0.405,-0.43,0.388,-2.573,0.331,0.84,0.234,1.786,0.212,1.842,0.141,2.153,0.129,0.37,0.015,13.96,0.001,12.629,0.001,1.332,0.47,0.816,0.273,no inspected
892127315119077888,314412063,10.405,2.626,2.202,0.508,0.592,0.721,1.442,0.819,-0.061,0.811,-1.476,0.862,1.272,0.485,1.883,0.455,1.772,0.295,1.949,0.265,0.252,0.017,13.938,0.001,12.736,0.001,1.202,-0.255,0.995,0.007,no inspected
892211595260758912,129807078,8.554,0.913,1.937,0.196,1.353,0.336,1.24,0.386,0.009,0.508,-1.043,0.306,0.88,0.197,1.549,0.189,1.471,0.133,1.59,0.141,0.616,0.02,12.339,0.001,11.148,0.001,1.191,0.097,0.968,0.047,no inspected
892211595260758912,209313192,8.622,0.668,1.664,0.163,0.744,0.231,1.176,0.291,-0.109,0.267,-1.095,0.228,0.899,0.16,1.502,0.139,1.491,0.107,1.659,0.115,0.616,0.02,12.339,0.001,11.148,0.001,1.191,0.097,0.631,0.545,no inspected
892416658475448192,273602018,7.06,0.764,2.96,0.164,2.302,0.271,3.109,0.332,0.557,0.406,-0.944,0.271,0.298,0.202,1.173,0.194,1.837,0.143,1.834,0.154,0.739,0.019,14.807,0.002,13.568,0.001,1.239,2.91,0.776,0.317,no inspected
892782520970279424,120416160,1.28,3.565,1.797,0.729,3.567,0.909,3.442,1.23,0.379,1.449,-0.925,1.299,0.96,0.59,0.949,0.505,0.67,0.388,0.747,0.376,0.227,0.018,14.569,0.002,13.359,0.001,1.211,0.141,0.998,0.003,no inspected
892949539362088448,123412003,12.403,3.991,3.046,0.725,1.382,0.921,3.734,1.103,-0.062,0.894,-2.329,0.768,0.767,0.447,2.005,0.365,1.786,0.22,1.865,0.244,0.555,0.016,13.11,0.001,11.688,0.001,1.422,0.41,0.617,0.568,no inspected
893225344982187264,209211106,8.962,0.549,2.8,0.131,0.819,0.19,1.394,0.263,-1.322,0.282,-2.485,0.208,0.716,0.128,1.961,0.116,1.709,0.072,2.01,0.078,0.553,0.015,12.356,0.001,10.931,0.0,1.426,-0.354,0.523,0.669,no inspected
893477957778027904,129806035,9.417,2.535,2.416,0.562,1.433,0.805,1.55,1.073,-0.637,1.44,-0.987,0.936,0.871,0.587,1.643,0.571,1.664,0.344,1.863,0.308,0.319,0.014,13.624,0.001,12.392,0.001,1.232,-0.09,0.796,0.302,no inspected
893477957778027904,129906035,9.126,1.654,1.946,0.342,1.247,0.48,1.741,0.727,-0.072,0.903,-0.969,0.642,1.153,0.369,1.906,0.316,1.507,0.212,1.742,0.198,0.319,0.014,13.624,0.001,12.392,0.001,1.232,-0.09,0.999,0.001,no inspected
893477957778027904,535805044,9.741,0.95,2.491,0.226,1.677,0.368,1.726,0.397,0.077,0.397,-1.772,0.368,1.108,0.24,1.951,0.237,1.615,0.174,1.796,0.155,0.319,0.014,13.624,0.001,12.392,0.001,1.232,-0.09,1.0,0.0,no inspected
893653913998256384,535808028,8.691,0.355,2.156,0.086,2.779,0.122,3.075,0.156,0.994,0.202,-2.092,0.173,0.624,0.106,1.552,0.087,1.766,0.068,1.749,0.067,1.392,0.013,13.222,0.001,12.058,0.0,1.164,2.776,0.87,0.171,no inspected
893707382047762048,129809136,11.046,0.873,2.747,0.192,2.052,0.294,2.709,0.331,-0.209,0.355,-2.613,0.219,1.084,0.153,2.587,0.135,2.154,0.1,2.747,0.097,0.638,0.015,12.557,0.001,11.133,0.0,1.424,0.158,1.0,0.0,no inspected
893754042572353536,129809149,9.995,0.685,2.392,0.159,1.449,0.238,1.56,0.308,-0.779,0.332,-2.395,0.199,0.955,0.147,2.039,0.14,1.852,0.082,2.3,0.092,0.791,0.016,12.051,0.001,10.719,0.0,1.331,0.211,0.905,0.14,no inspected
894306650244521088,208203214,11.292,0.869,2.491,0.193,1.505,0.331,1.462,0.439,-0.625,0.473,-1.634,0.371,1.181,0.328,2.234,0.332,1.627,0.266,1.902,0.234,0.389,0.017,13.145,0.001,11.897,0.001,1.248,-0.153,0.999,0.001,no inspected
894386158678975360,535813216,0.0,0.0,0.0,0.0,1.454,1.662,1.337,1.764,-0.546,1.777,0.09,1.107,0.869,0.664,1.601,0.582,1.619,0.43,1.905,0.432,0.485,0.016,12.747,0.001,11.443,0.001,1.304,-0.127,0.747,0.375,no inspected
894534077353259264,208209207,9.801,0.378,2.589,0.079,0.911,0.125,1.368,0.139,-0.927,0.163,-2.604,0.135,0.865,0.097,2.074,0.097,1.859,0.071,2.267,0.074,0.806,0.026,11.889,0.001,10.525,0.0,1.364,0.058,0.993,0.01,no inspected
894534077353259264,208309207,9.687,0.385,2.596,0.081,0.997,0.121,1.414,0.172,-0.841,0.188,-2.704,0.138,0.909,0.108,2.136,0.103,1.881,0.078,2.266,0.078,0.806,0.026,11.889,0.001,10.525,0.0,1.364,0.058,0.993,0.011,no inspected
894885165158214912,124607076,13.605,1.12,2.941,0.204,1.734,0.31,2.517,0.389,-1.206,0.405,-2.629,0.203,0.864,0.16,2.48,0.124,2.102,0.09,2.347,0.09,0.93,0.016,11.629,0.001,10.172,0.0,1.457,0.015,0.593,0.595,no inspected
895302223663611648,535813119,8.179,0.398,2.21,0.072,1.181,0.105,3.431,0.129,-0.228,0.138,-0.819,0.11,0.457,0.085,1.737,0.071,1.779,0.055,1.963,0.048,1.692,0.019,11.647,0.001,10.336,0.001,1.311,1.477,0.519,0.535,no inspected
895602459057268608,331005105,4.257,1.661,2.232,0.32,1.821,0.435,2.43,0.546,0.51,0.672,-0.935,0.427,0.727,0.336,1.166,0.274,1.559,0.273,1.482,0.246,0.246,0.036,15.798,0.002,14.685,0.004,1.113,1.642,0.751,0.369,no inspected
